,idx,title,ingredients,directions,#actions
44465,44465,Chinese Steak And Vegetables,"[""1 lb. boneless round steak"", ""meat tenderizer"", ""1 medium onion, thinly sliced"", ""1 clove garlic, minced"", ""1 small zucchini, thinly sliced"", ""1 small carrot, thinly sliced"", ""1 (4 oz.) can sliced mushrooms, drained"", ""1 1/2 tsp. soy sauce (more to taste)"", ""1/4 tsp. Accent"", ""1/8 tsp. pepper"", ""1 Tbsp. au jus gravy mix""]","[""Tenderize steak according to package directions."", ""Slice thinly into strips."", ""Heat enough oil in frying pan just to coat bottom of pan."", ""Add 1 tablespoon margarine."", ""Quickly stir-fry onions and garlic until onions are limp."", ""Remove from pan."", ""Add zucchini and carrots and saute until limp."", ""Add mushrooms and stir until heated. Remove vegetables from pan."", ""Add meat and brown lightly (add a little more oil if necessary)."", ""Return all vegetables to pan with meat and add soy sauce, Accent, pepper and gravy mix."", ""Mix well. Turn heat to low and cover pan."", ""Simmer until meat is tender, about 15 to 20 minutes."", ""Serve over rice."", ""Makes 2 to 3 servings.""]",6
44509,44509,German Chocolate Pound Cake,"[""1 (4 oz.) pkg. sweet baking chocolate"", ""1 c. butter or margarine, softened"", ""1 3/4 c. sugar"", ""3 eggs"", ""1 egg yolk"", ""2 3/4 c. all-purpose flour"", ""1/2 tsp. baking soda"", ""1 tsp. salt"", ""3/4 tsp. cream of tartar"", ""1/4 tsp. ground cinnamon"", ""3/4 c. milk"", ""1 tsp. vanilla""]","[""Grease and flour a 10-inch tube pan."", ""Line bottom of pan with wax paper."", ""Set aside."", ""Place chocolate in top of a double boiler; bring water to a boil."", ""Reduce heat to low; cook until chocolate melts."", ""Let cool."", ""Cream butter; gradually add sugar, beating well at medium speed of an electric mixer."", ""Add eggs and yolk, one at a time, beating well after each addition."", ""Add chocolate, mixing well."", ""Combine flour and next 4 ingredients; add flour mixture to chocolate mixture alternately with milk, beginning and ending with flour mixture."", ""Mix after each addition."", ""Stir in vanilla."", ""Pour batter into pan."", ""Bake at 350\u00b0 for 1 hour and 5 minutes or until a wooden pick inserted in center comes out clean."", ""Cool in pan 15 minutes; remove from pan and let cool on a wire rack."", ""Pour Sweet Chocolate Glaze over top of cake.""]",6
44754,44754,Porcupine Bread,"[""2 c. whole wheat flour"", ""1 c. oats"", ""2 pkg. active dry yeast"", ""1/4 c. brown sugar"", ""1 Tbsp. salt"", ""1 1/2 c. buttermilk"", ""1/2 c. water"", ""1/4 c. vegetable oil"", ""1 1/4 to 3 c. bread flour"", ""1 c. raisins"", ""3/4 c. chopped nuts"", ""1/2 c. sunflower seeds"", ""1 egg"", ""1 tsp. water"", ""sesame or sunflower seeds""]","[""Grease two 8 or 9-inch round cake pans."", ""Measure bread flour and set aside."", ""Combine wheat flour, oats, yeast, sugar and salt in a mixing bowl."", ""In a saucepan heat buttermilk, water and oil until 120\u00b0 to 130\u00b0."", ""Add to wheat flour mixture."", ""Blend with mixer at low speed until moistened; heat 3 minutes at medium speed."", ""By hand, stir in 1 to 2 cups bread flour, raisins, nuts and sunflower seeds to form a sticky dough."", ""On a floured surface, knead 1/4 to 1 cup flour until dough is smooth and elastic (10 minutes)."", ""Place in a greased bowl; cover loosely with plastic wrap and towel."", ""Let rise in a warm place until doubled in size (1 to 1 1/2 hours).""]",6
45176,45176,Impossible Cheeseburger Pie,"[""2 medium onions, chopped"", ""1 lb. ground sirloin"", ""1/4 tsp. pepper"", ""1 1/2 c. milk"", ""3 eggs"", ""3/4 c. Bisquick"", ""2 medium tomatoes"", ""1 c. shredded Cheddar or American cheese""]","[""Heat oven to 400\u00b0 and grease a 10-inch pie plate with shortening."", ""Cook and stir over medium heat the onions, ground sirloin and pepper until brown."", ""Pour meat mixture into pie plate after draining any fat."", ""Spread meat mixture evenly in pie plate. Put milk, eggs and baking mix in blender and blend on high 15 seconds (or use egg beater or wire whisk)."", ""Pour mix into pie plate."", ""Bake 25 minutes."", ""Remove from oven."", ""Top with tomato slices and sprinkle with cheese."", ""Bake 5 to 8 minutes longer or until knife inserted inc enter comes out clean."", ""Cool 5 minutes."", ""Serves 6.""]",6
45592,45592,Sausage And Cheese Bread,"[""2 loaves frozen bread dough, thawed and risen according to pkg."", ""flour"", ""3 eggs, beaten"", ""oregano (approximately 1 tsp. more or less to taste)"", ""1 lb. sausage, browned and drained"", ""1 lb. grated Velveeta cheese"", ""1 lb. Mozzarella cheese, grated""]","[""Using plenty of flour, roll out 1 loaf bread dough into oblong (rectangular) shape."", ""Mix oregano with beaten eggs."", ""Brush surface of bread dough with egg mixture."", ""Sprinkle half of the sausage over surface of bread dough."", ""Sprinkle half of each of the cheeses over the sausage."", ""From the long side of bread dough, roll the dough over until it meets the edge of the other long side."", ""Bring the ends of the roll together to make a circle and press edges closed to hold in melted cheese."", ""Brush top of roll with egg mixture."", ""Repeat process for second loaf."", ""Add more eggs and oregano, if needed."", ""Bake each on greased cookie sheet (or similar) at 350\u00b0 for 30 minutes.""]",6
45688,45688,Honey Bread,"[""1 1/2 c. very hot water"", ""2 tsp. salt"", ""1 stick butter"", ""1/2 c. honey"", ""2 pkg. dry yeast"", ""7 c. flour""]","[""In a large mixing bowl, pour 1 1/2 cups of very hot water. Add salt, butter and honey; stir until melted."", ""Dissolve yeast in 1 cup of warm water and then add to other ingredients."", ""Add flour, mixing well after each cup is added."", ""Dump dough onto a floured board and knead 10 minutes."", ""Grease a large bowl with butter. Place dough into buttered bowl and turn once to coat entire surface of dough."", ""Place wet cloth on top and allow to rise for 1 1/2 hours."", ""Test dough by pressing with finger; when hole remains in dough, punch down."", ""Turn onto work table."", ""Divide into 4 parts. Place each into a greased loaf pan."", ""Let rise again about 1 hour. Bake 45 minutes in a 350\u00b0 oven.""]",6
45883,45883,Chocolate Filled Eggs(Easter Treat)  ,"[""eggs"", ""chocolate""]","[""One egg at a time, use a pin or the tip of a sharp knife to make a small hole in the top of each egg and a larger hole in the bottom (3/8-inch)."", ""(Hold egg over bowl.)"", ""Blow the egg white and yolk into the bowl (can be used for cooking)."", ""Carefully fill the egg with water and blow it out again."", ""Rinse repeatedly to remove all traces of egg."", ""Let the eggs drain and dry (an old egg carton is good for this) in a warm place for several days."", ""Melt the chocolate over very low heat, stirring constantly, to 125\u00b0."", ""When completely melted, remove from heat and stir constantly while cooling until a dab placed just above your lip feels cool."", ""Pour chocolate into hollow eggs."", ""Let cool."", ""Makes a great Easter surprise.""]",6
46274,46274,Amaretto Cream,"[""1 envelope unflavored gelatin"", ""1/4 c. cold water"", ""3 eggs"", ""1/3 c. sugar"", ""1/4 c. Amaretto liqueur"", ""1 c. whipping cream"", ""1/4 c. sliced almonds"", ""sliced strawberries (for garnish; optional)"", ""mint leaves (for garnish)""]","[""In a 1 to 2-quart pan, sprinkle gelatin over water; let stand for 5 minutes to soften."", ""Heat over medium heat for 30 seconds or until mixture begins to simmer."", ""Remove from heat."", ""In a small mixer bowl, beat eggs on high speed for 2 minutes or until slightly thick."", ""Slowly beat in sugar, liqueur and gelatin."", ""In a large mixer bowl, beat cream until it mounds softly."", ""Add egg mixture and fold in to blend."", ""Pour into a 1-quart mold or into individual serving dishes."", ""Refrigerate for 3 hours or until mold is set. Unmold onto serving plate or serve from individual dishes."", ""Garnish with fresh sliced strawberries and mint, if available."", ""Sprinkle servings with toasted almonds.""]",6
46534,46534,Chinese Fried Walnuts,"[""6 c. water"", ""4 c. pecans or walnuts"", ""1/2 c. sugar"", ""salad oil"", ""salt""]","[""About 1 1/2 hours before serving or up to 2 weeks ahead: In a 4-quart saucepan over high heat, heat water to boiling."", ""Add walnuts and heat to boiling; cook 1 minute."", ""Rinse walnuts under running hot water."", ""Drain."", ""Wash saucepan and dry well."", ""In a large bowl with a rubber spatula, gently stir warm walnuts with sugar until sugar is dissolved."", ""(If necessary, let mixture stand 5 minutes to dissolve sugar.)"", ""Meanwhile, in same saucepan over medium heat, heat about 1 inch salad oil to 350\u00b0."", ""With a slotted spoon, add about half of walnuts to oil; fry 5 minutes or until golden, stirring often.""]",6
46815,46815,Cream Puffs,"[""1 c. water"", ""1 stick margarine"", ""1 c. self-rising flour"", ""4 eggs""]","[""Place water and margarine in a saucepan; bring to a boil. When margarine is melted, add the flour while saucepan is still on the stove."", ""Stir with a fork until dough forms a ball around the fork, then remove from heat."", ""This takes only a minute."", ""Add the eggs, one at a time, beating well after each addition."", ""Do not underbeat."", ""Drop batter by heaping tablespoonfuls onto a well-greased cookie sheet."", ""Bake for 15 minutes in a 425\u00b0 oven, then reduce heat to 350\u00b0 and bake for another 20 minutes."", ""Turn off heat and open door, but do not remove puffs from oven until they are cool.""]",6
47160,47160,Beef And Broccoli Stir-Fry,"[""1 1/2 lb. lean boneless round steak"", ""1/3 c. rice wine"", ""3 Tbsp. low-sodium soy sauce"", ""1 Tbsp. cornstarch"", ""3 Tbsp. water"", ""3 Tbsp. honey"", ""1/4 tsp. crushed red pepper"", ""vegetable cooking spray"", ""2 tsp. vegetable oil, divided"", ""4 c. fresh broccoli flowerets""]","[""Partially freeze steak; trim fat from steak."", ""Slice steak diagonally across grain in 1/4-inch strips."", ""Place in a Ziploc plastic bag."", ""Combine wine, 2 tablespoons soy sauce and cornstarch; pour over steak."", ""Seal bag and shake until steak is coated."", ""Marinate for 2 hours."", ""Combine water, honey, remaining soy sauce and red pepper; stir well."", ""Set aside."", ""Coat a wok with cooking spray and 1 teaspoon oil."", ""Place over medium high (375\u00b0) heat until hot."", ""Add broccoli; stir-fry for 4 minutes."", ""Remove broccoli from wok."", ""Keep warm."", ""Remove steak from marinade; reserve marinade."", ""Add remaining teaspoon oil."", ""Reheat wok to 375\u00b0."", ""Add steak; stir-fry for 4 minutes."", ""Remove steak from wok; drain."", ""Wipe drippings from wok."", ""Add steak, honey mixture and marinade to wok."", ""Cook until thoroughly heated."", ""Arrange broccoli on plates; top evenly with steak mixture."", ""Makes 6 servings.""]",6
47165,47165,Hearty Chili,"[""6 oz. vegetable oil (Puritan) or extra-virgin olive oil"", ""3 lb. fresh raw turkey, skin removed, diced 1/4-inch or smaller"", ""4 medium garlic cloves, minced (or 4 tsp. prepared minced garlic)"", ""1 c. (approximately 3 bunches) green onion, chopped (all of white bulb and trimmed green stem)"", ""1 c. (approximately 2 medium) diced red pepper"", ""1 tsp. black pepper (preferably fresh ground)"", ""5 Tbsp. chili powder"", ""2 Tbsp. cumin"", ""1 tsp. oregano"", ""6 to 8 Tbsp. masa harina (or 4 Tbsp. all-purpose flour and 4 Tbsp. corn meal)"", ""2 Tbsp. white wine vinegar"", ""3 1/2 lb. (two 1 lb. 12 oz. cans) Progresso peeled tomatoes and liquid (hand crushed)"", ""4 tsp. or 4 cubes good beef base (Wylers or Minors)"", ""1 1/2 tsp. dried red chilies, chopped fine or crushed"", ""2 medium whole bay leaves"", ""Kitchen Bouquet or Gravy Master (to color)"", ""1 can tomato juice (if needed)""]","[""In 1 1/2 to 2-gallon stock pot, heat oil; add turkey and garlic."", ""Saute on high heat until meat is firm and slightly browned."", ""Add red pepper and green onion, stir and cook until onion turns clear."", ""Reduce heat to medium; add black pepper, chili powder, cumin and oregano."", ""Let simmer several minutes to allow seasoning to permeate."", ""Stirring rapidly, add enough masa harina to absorb excess fat."", ""When mixture is smooth, add wine vinegar, tomatoes, beef base and chilies."", ""Stir thoroughly."", ""Add bay leaves and enough Kitchen Bouquet to darken to a reddish brown.""]",6
47505,47505,French Baked Squash,"[""4 c. yellow squash slices, 1/4 inch"", ""4 c. zucchini slices, 1/4 inch"", ""3 slices bacon, diced"", ""1/2 c. slivered red onion"", ""1 10 3/4 oz. can cream of celery soup"", ""1/4 c. finely diced red bell pepper or pimiento"", ""1 tsp. salt"", ""1/2 tsp. pepper"", ""1/2 c. grated Parmesan cheese""]","[""Heat oven to 350 degrees."", ""In medium saucepan, bring 2 quarts water to a boil."", ""Add squash and zucchini."", ""Cook 3 to 4 minutes or until almost crisp-tender."", ""Drain."", ""In 10 inch skillet, cook bacon until crisp."", ""Remove with slotted spoon and reserve."", ""Add onion to bacon drippings."", ""Cook and stir over medium heat for 2 minutes. Drain off drippings."", ""Add reserved bacon, soup, red pepper, salt and pepper."", ""Mix well."", ""Remove from heat."", ""Fold in vegetables. Transfer to 2 quart baking dish."", ""Cover with foil."", ""Bake 30 minutes."", ""Remove foil."", ""Sprinkle with cheese."", ""Place under broiler to lightly brown cheese, if desired."", ""Makes 8 servings.""]",6
47716,47716,Pot Roast Chicken,"[""1 (3 to 4 lb.) whole chicken"", ""3 Tbsp. peanut oil"", ""1/2 c. sugar"", ""1 tsp. salt"", ""1 Tbsp. liquor (whiskey or gin)"", ""1 Tbsp. sugar"", ""1 tsp. ajinomoto"", ""6 stalks green onions, cut in 2-inch strips"", ""1 clove garlic, crushed"", ""1 small ginger""]","[""Dress chicken and rub thoroughly with sauce."", ""Sprinkle salt and pepper over chicken."", ""Heat pot and add peanut oil."", ""Brown chicken evenly."", ""Add ginger and garlic."", ""Pour remaining sauce over chicken and cover pot."", ""Bring to a boil; reduce heat and simmer for 30 minutes."", ""Remove chicken from pot."", ""To remaining sauce, add sugar and ajinomoto; season to taste."", ""Add onions to sauce just before serving."", ""Chop chicken and pour sauce over chicken. Garnish with parsley."", ""Serves 6.""]",6
47841,47841,Waffles,"[""2 egg yolks"", ""1 3/4 c. milk"", ""1/2 c. cooking oil"", ""1 3/4 c. all-purpose flour"", ""1 Tbsp. baking powder"", ""1/2 tsp. salt"", ""2 egg whites""]","[""In a small mixing bowl, beat egg yolks with fork."", ""Beat in milk and cooking oil."", ""In a large bowl, stir together the flour, baking powder and salt."", ""Add egg mixture to flour mixture all at once."", ""Stir mixture until blended, but still slightly lumpy."", ""In small mixer bowl, beat egg whites until stiff peaks form. Carefully fold egg whites into egg-flour mixture."", ""Leave a few fluffs of egg whites."", ""Do not overmix."", ""Lightly grease waffle maker."", ""Cook; do not lift lid while baking."", ""Makes 3 or 4 (9-inch) waffles.""]",6
47881,47881,Cape Cod Clam Chowder,"[""1/4 lb. salt pork, diced"", ""2 onions, diced"", ""7 potatoes, diced"", ""1 qt. clams or quahogs, cooked"", ""2 Tbsp. flour"", ""3 slices bacon"", ""1/4 c. cold water"", ""2 Tbsp. butter"", ""1 qt. milk"", ""2 tsp. salt"", ""1/4 tsp. pepper""]","[""Fry bacon until crisp and cut small."", ""Remove from pan."", ""Fry pork until golden brown."", ""Remove from pan."", ""Saute onions until soft."", ""Drain clams, saving juice, then chop clams fine."", ""Add to clam juice enough water to make 3 cups."", ""Bring to a boil and add potatoes, browned pork, onions and bacon."", ""Simmer until potatoes are done, about 15 minutes."", ""Blend flour to a smooth paste with cold water, add to the potatoes, stirring until it boils and thickens."", ""Add clams and seasonings."", ""Add the milk and add slowly to hot clam mixture."", ""Add 2 tablespoons butter when done."", ""Serves 6.""]",6
